[2026-02-26T08:12:39.976Z] IP:::ffff:192.168.5.106 | GET / | Status:200 | Time:5ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15
[2026-02-26T08:14:12.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:13.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:14.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:15.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:16.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:17.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:18.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:19.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:20.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:21.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:22.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:23.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:24.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:25.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:26.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:27.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:28.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:29.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:30.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:31.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:32.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:33.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:34.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:35.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:36.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:37.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:38.935Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:39.934Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:40.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:41.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:42.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:43.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:44.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:45.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:46.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:47.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:48.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:49.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:50.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:51.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:52.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:53.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:54.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:55.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:56.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:57.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:58.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:14:59.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:00.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:01.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:02.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:03.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:04.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:05.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:06.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:07.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:08.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:09.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:10.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:11.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:12.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:13.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:14.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:15.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:16.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:17.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:18.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:19.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:20.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:21.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:22.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:23.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:24.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:25.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:26.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:27.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:28.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:29.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:30.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:31.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:32.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:33.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:34.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:35.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:36.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:37.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:38.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:39.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:40.933Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:41.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:42.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:43.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:44.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:45.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:46.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:47.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:48.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:49.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:50.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:51.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:52.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
