Time,Status,Device_ID,Input_PPM,Output_PPM,Efficiency,Temp,Pressure
2/10/2026, 11:00:05 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:06 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:06 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:06 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:11 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:11 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:11 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:12 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:12 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:12 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:12 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:12 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:12 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:12 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:12 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:12 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:12 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:13 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:13 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:13 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:13 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:13 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:13 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:13 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:13 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:13 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:13 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:14 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:14 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:14 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:14 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:14 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:14 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:14 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:14 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:14 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:14 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:15 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:15 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:15 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:15 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:15 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:15 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:15 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:15 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:15 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:15 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:16 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:16 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:16 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:16 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:16 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:16 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:16 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:16 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:16 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:16 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:17 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:17 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:17 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:17 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:17 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:17 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:17 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:17 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:17 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:18 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:18 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:18 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:18 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:18 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:18 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:18 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:18 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:18 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:18 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:19 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:19 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:19 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:19 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:19 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:19 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:19 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:19 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:19 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:19 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:20 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:20 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:20 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:20 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:20 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:20 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:20 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:20 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:20 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:20 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:21 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:21 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:21 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:21 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:21 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:21 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:21 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:21 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:21 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:21 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:22 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:22 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:22 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:22 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:22 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:22 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:22 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:22 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:22 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:22 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:23 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:23 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:23 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:24 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:24 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:24 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:24 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:24 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:24 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:25 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:25 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:25 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:26 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:26 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:26 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:27 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:27 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:27 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:28 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:28 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:28 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:28 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:28 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:28 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:29 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:29 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:29 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:30 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:30 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:30 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:31 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:31 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:31 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:32 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:32 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:32 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:33 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:33 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:33 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:34 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:34 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:34 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:34 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:34 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:34 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:35 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:35 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:35 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:36 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:36 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:36 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:36 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:36 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:36 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:36 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:36 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:36 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:36 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:37 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:37 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:37 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:37 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:37 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:37 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:37 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:37 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:37 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:37 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:38 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:38 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:38 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:38 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:38 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:38 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/10/2026, 11:00:38 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/10/2026, 11:00:38 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/10/2026, 11:00:38 AM,operating,ABS-01,145000,14500,90,42.5,1.05
